G1x,G1y,G1z,G2x,G2y,G2z,Vb1,Vb2,Ac1,AC2,Labels
-0.027917,-0.63146,-0.13498,0.36182,0.089878,-0.09118,2.68E-04,3.14E-03,-0.082125,-0.031166,Imbalance
-0.029226,-0.72918,0.31199,-0.53894,-0.017744,-0.099626,3.58E-06,1.88E-03,-0.079166,0.003027,Imbalance
-0.0041852,-0.68431,-0.14352,0.27742,0.089203,-0.072742,8.39E-04,3.20E-03,-0.080153,0.060562,Imbalance
0.0051779,-0.724,0.21065,-0.31664,0.015847,-0.064726,9.49E-04,3.63E-03,-0.080481,0.067795,Imbalance
-0.0021573,-0.73365,-0.064981,0.057832,0.039105,-0.074437,-1.47E-03,3.92E-03,-0.079824,0.056617,Imbalance
0.0053063,-0.69942,0.10543,-0.030223,0.019585,-0.064226,-1.67E-05,2.77E-03,-0.078509,0.088179,Imbalance
0.004703,-0.76549,0.097694,-0.28587,-0.039441,-0.070956,1.53E-03,2.42E-03,-0.076536,0.119741,Imbalance
0.0091953,-0.68115,-0.055075,0.29731,0.033408,-0.05903,-4.40E-04,3.11E-03,-0.076865,0.104289,Imbalance
0.0047544,-0.77494,0.24871,-0.50312,-0.070309,-0.071252,6.50E-04,3.11E-03,-0.077194,0.01552,Imbalance
0.0048699,-0.69203,-0.14578,0.42402,0.043369,-0.064816,1.40E-03,2.62E-03,-0.07555,-0.125194,Imbalance
0.0031179,-0.77032,0.23902,-0.49424,-0.05519,-0.070879,2.26E-04,2.58E-03,-0.074563,-0.140647,Imbalance
0.0064935,-0.72166,-0.15136,0.31209,0.030697,-0.066743,1.25E-03,3.58E-03,-0.074235,-0.1104,Imbalance
0.0060058,-0.74929,0.2012,-0.23679,-0.027507,-0.069511,1.38E-03,4.22E-03,-0.072262,-0.130126,Imbalance
0.0073085,-0.77362,-0.0367,0.017932,-0.0094717,-0.071008,5.66E-04,2.89E-03,-0.066673,-0.157085,Imbalance
0.0057491,-0.71231,0.085476,0.12067,0.0091547,-0.064829,4.40E-04,2.42E-03,-0.065029,-0.116646,Imbalance
0.0066154,-0.78652,0.13955,-0.30804,-0.058626,-0.07375,6.34E-04,2.50E-03,-0.061413,-0.034782,Imbalance
0.0087717,-0.69413,-0.091144,0.39838,0.031102,-0.063102,1.29E-03,3.66E-03,-0.065029,0.08259,Imbalance
0.0084252,-0.79862,0.18984,-0.49322,-0.08223,-0.072909,7.08E-04,3.20E-03,-0.075879,0.081275,Imbalance
0.0083097,-0.70789,-0.14128,0.44934,0.026798,-0.065838,-8.29E-04,2.52E-03,-0.080153,-0.018015,Imbalance
0.0064357,-0.76386,0.23613,-0.36111,-0.05176,-0.071746,4.17E-04,2.43E-03,-0.085084,-0.047604,Imbalance
0.0026623,-0.73185,-0.13125,0.2872,0.035758,-0.073011,1.05E-03,3.28E-03,-0.088043,0.064836,Imbalance
0.0023863,-0.73543,0.17864,-0.18006,0.01647,-0.071926,-1.97E-04,3.19E-03,-0.086399,0.049055,Imbalance
0.00094237,-0.77524,0.010004,-0.11002,0.040839,-0.079858,3.29E-04,2.15E-03,-0.08607,-0.020974,Imbalance
0.0054282,-0.7038,0.023196,0.16592,0.09964,-0.06883,5.73E-04,3.08E-03,-0.083112,-0.052536,Imbalance
-0.002215,-0.78426,0.11702,-0.42029,0.022746,-0.085586,5.04E-04,3.24E-03,-0.078509,0.124673,Imbalance
-0.015275,-0.67667,-0.099151,0.38326,0.11553,-0.08962,5.47E-04,3.70E-03,-0.077194,0.126974,Imbalance
-0.011867,-0.754,0.30126,-0.56344,-0.012998,-0.093518,-4.65E-05,3.15E-03,-0.075879,0.029986,Imbalance
-0.013491,-0.67591,-0.16778,0.37122,0.074225,-0.091675,5.98E-04,2.54E-03,-0.07555,-0.068974,Imbalance
-0.013799,-0.71441,0.24445,-0.34483,-0.030218,-0.095721,1.21E-03,3.55E-03,-0.076536,-0.107112,Imbalance
-0.015397,-0.6883,-0.11368,0.17736,0.010279,-0.096652,9.91E-04,3.40E-03,-0.079166,-0.006508,Imbalance
-0.014299,-0.66868,0.12283,-0.10168,-0.016196,-0.092735,1.29E-03,3.00E-03,-0.085413,0.152947,Imbalance
-0.012887,-0.72173,-0.0063506,-0.21433,-0.040835,-0.097783,1.18E-03,2.05E-03,-0.089358,0.051356,Imbalance
-0.012611,-0.6298,0.0035062,0.20882,0.032361,-0.086376,5.53E-04,3.01E-03,-0.089358,-0.161688,Imbalance
-0.013054,-0.73733,0.14888,-0.5193,-0.052935,-0.095637,5.81E-04,3.32E-03,-0.086399,-0.134729,Imbalance
-0.013568,-0.64779,-0.11784,0.36299,0.069575,-0.085124,7.22E-04,3.30E-03,-0.083769,-0.049906,Imbalance
-0.013645,-0.76663,0.3171,-0.61888,-0.021598,-0.092831,5.82E-04,3.35E-03,-0.081468,0.073055,Imbalance
-0.012971,-0.71834,-0.14191,0.26345,0.10013,-0.086203,1.07E-03,2.64E-03,-0.082454,0.140782,Imbalance
-0.014588,-0.78972,0.20111,-0.42592,0.032528,-0.089247,5.76E-04,3.42E-03,-0.084098,-0.039385,Imbalance
-0.01609,-0.81371,-0.10314,-0.024692,0.061039,-0.092857,5.53E-04,2.99E-03,-0.083769,0.047082,Imbalance
-0.015178,-0.7858,0.14488,-0.11188,0.04563,-0.086582,1.07E-03,2.70E-03,-0.084427,-0.052536,Imbalance
-0.017643,-0.8688,0.097304,-0.40407,-0.024643,-0.095528,5.14E-04,2.50E-03,-0.08081,-0.031494,Imbalance
-0.01521,-0.76899,-0.044245,0.22732,0.053864,-0.084135,2.52E-04,2.87E-03,-0.081796,-0.061084,Imbalance
-0.016481,-0.87731,0.19451,-0.56259,-0.060309,-0.095034,-1.20E-04,3.62E-03,-0.082454,-0.226127,Imbalance
-0.011161,-0.76908,-0.1232,0.37635,0.045553,-0.081836,6.69E-04,3.18E-03,-0.085084,-0.041029,Imbalance
-0.014421,-0.82753,0.15927,-0.58757,-0.042967,-0.088322,7.87E-04,2.71E-03,-0.081468,-0.109085,Imbalance
-0.0077918,-0.77087,-0.13534,0.26306,0.043543,-0.080314,4.89E-05,2.59E-03,-0.077851,-0.010124,Imbalance
-0.027141,-0.77855,0.11634,-0.29374,0.016111,-0.097455,5.59E-04,3.27E-03,-0.074235,-0.055823,Imbalance
-0.044083,-0.78558,-0.072915,-0.0069805,0.030466,-0.11492,1.13E-03,3.05E-03,-0.069303,0.056945,Imbalance
-0.035945,-0.73171,0.049334,0.082776,0.04827,-0.10291,8.36E-04,2.89E-03,-0.069303,0.014863,Imbalance
-0.038737,-0.79809,0.031665,-0.36197,-0.027604,-0.11275,1.44E-03,3.13E-03,-0.068317,0.013548,Imbalance
-0.033667,-0.70779,-0.060746,0.41851,0.035013,-0.10133,1.38E-03,3.46E-03,-0.067659,-0.137688,Imbalance
-0.039276,-0.77782,0.13057,-0.40207,-0.064638,-0.11198,3.79E-04,3.88E-03,-0.066344,-0.123551,Imbalance
-0.03882,-0.70946,-0.12665,0.49984,0.021429,-0.10695,6.93E-04,2.87E-03,-0.068646,-0.065029,Imbalance
-0.043531,-0.78514,0.1535,-0.44359,-0.06449,-0.1153,1.41E-03,2.78E-03,-0.068974,0.04774,Imbalance
-0.045097,-0.76438,-0.11271,0.29295,0.00091413,-0.11432,1.11E-03,2.65E-03,-0.069961,-0.042344,Imbalance
-0.047067,-0.77566,0.12313,-0.15955,-0.010589,-0.11517,4.83E-04,3.14E-03,-0.072262,0.052014,Imbalance
-0.045738,-0.82299,-0.038355,-0.077985,-0.014379,-0.11607,4.11E-04,2.81E-03,-0.073577,0.126316,Imbalance
-0.044821,-0.77119,0.016722,0.23559,0.033041,-0.10733,9.38E-04,2.69E-03,-0.070947,0.189112,Imbalance
-0.045713,-0.85528,0.075668,-0.35117,-0.037938,-0.11333,8.56E-04,2.98E-03,-0.066344,-0.007823,Imbalance
-0.042427,-0.78601,-0.086739,0.50112,0.053119,-0.10293,5.38E-04,3.15E-03,-0.064372,-0.200812,Imbalance
-0.04244,-0.8722,0.15238,-0.43697,-0.043667,-0.10799,5.91E-04,3.14E-03,-0.063714,-0.2041,Imbalance
-0.040759,-0.82073,-0.13782,0.521,0.042335,-0.10341,8.39E-04,2.70E-03,-0.063056,-0.058782,Imbalance
-0.041407,-0.84888,0.20709,-0.32699,-0.048773,-0.10362,5.73E-04,3.11E-03,-0.06207,-0.042673,Imbalance
-0.041265,-0.8327,-0.082893,0.29812,-0.013139,-0.10629,7.92E-04,3.56E-03,-0.063385,-0.159058,Imbalance
-0.041317,-0.81386,0.10517,0.018645,-0.027205,-0.10398,7.63E-04,3.21E-03,-0.063385,-0.159058,Imbalance
-0.044044,-0.84706,0.022198,-0.080555,-0.056063,-0.10905,5.38E-04,3.11E-03,-0.065358,0.03426,Imbalance
-0.039629,-0.78888,-0.024555,0.35296,0.0051725,-0.10228,8.39E-04,3.02E-03,-0.067988,0.165112,Imbalance
-0.026557,-0.85401,0.13109,-0.40991,-0.077342,-0.095124,9.16E-04,3.27E-03,-0.068646,0.205879,Imbalance
-0.029425,-0.78118,-0.11013,0.53085,0.038096,-0.092702,1.41E-03,3.01E-03,-0.067002,0.063192,Imbalance
-0.030144,-0.83754,0.17757,-0.47616,-0.042447,-0.095946,1.31E-03,2.65E-03,-0.068317,-0.057796,Imbalance
-0.031042,-0.78087,-0.13483,0.4344,0.060281,-0.094745,1.04E-03,2.83E-03,-0.070289,0.039192,Imbalance
-0.028225,-0.80289,0.15679,-0.32337,0.0083069,-0.092234,1.24E-03,3.31E-03,-0.070289,-0.170236,Imbalance
-0.027173,-0.81603,-0.077563,0.10401,0.042528,-0.09355,1.05E-03,3.25E-03,-0.071276,-0.025905,Imbalance
-0.026717,-0.78439,0.073332,-0.027769,0.052862,-0.087905,9.52E-04,3.35E-03,-0.073577,0.135851,Imbalance
-0.026948,-0.8368,0.040938,-0.29391,-0.00049891,-0.094237,1.26E-03,3.47E-03,-0.07555,0.338375,Imbalance
-0.027481,-0.75652,-0.037966,0.26984,0.069671,-0.090294,8.33E-04,3.17E-03,-0.073906,0.276237,Imbalance
-0.031415,-0.82209,0.15805,-0.55097,-0.043166,-0.09933,7.75E-04,3.24E-03,-0.073248,0.164783,Imbalance
-0.031248,-0.75184,-0.12086,0.36767,0.038912,-0.094636,1.11E-03,2.94E-03,-0.068974,0.102974,Imbalance
-0.032242,-0.84276,0.22505,-0.39792,-0.08469,-0.10291,7.24E-04,3.17E-03,-0.068974,0.025383,Imbalance
-0.031934,-0.78051,-0.1092,0.28312,-0.0060419,-0.10027,7.53E-04,2.85E-03,-0.069961,-0.188976,Imbalance
-0.032441,-0.78687,0.14106,-0.19984,-0.054965,-0.10083,8.38E-04,2.73E-03,-0.072591,-0.083769,Imbalance
-0.033244,-0.80012,-0.038136,0.018446,-0.045093,-0.10629,6.44E-04,3.08E-03,-0.075879,-0.194237,Imbalance
-0.033571,-0.73083,0.038821,0.078845,-0.013152,-0.098682,2.98E-04,3.23E-03,-0.076865,-0.054837,Imbalance
-0.032801,-0.82411,0.067758,-0.29183,-0.086225,-0.10723,5.41E-04,3.19E-03,-0.073906,0.094754,Imbalance
-0.030953,-0.71206,-0.065686,0.356,0.013394,-0.094648,9.23E-04,2.99E-03,-0.073577,0.063521,Imbalance
-0.032076,-0.8375,0.15021,-0.4386,-0.083772,-0.10553,1.22E-03,2.73E-03,-0.07555,-0.050892,Imbalance
-0.032737,-0.7547,-0.13237,0.4071,0.029213,-0.097917,1.24E-03,3.33E-03,-0.076536,-0.079495,Imbalance
-0.028803,-0.84918,0.16959,-0.40777,-0.053636,-0.099761,7.05E-04,3.44E-03,-0.076865,-0.017028,Imbalance
0.0027329,-0.82799,-0.11665,0.24367,0.010439,-0.070269,1.32E-03,3.37E-03,-0.076536,0.088508,Imbalance
-2.67E-05,-0.83759,0.10495,-0.14503,-0.014289,-0.06892,1.66E-03,3.33E-03,-0.076207,0.04774,Imbalance
0.00081402,-0.89339,-0.043928,-0.056304,-0.017924,-0.074264,1.25E-03,3.46E-03,-0.07555,-0.153469,Imbalance
0.0056785,-0.8257,0.0157,0.17587,0.043029,-0.060809,1.12E-03,3.27E-03,-0.075221,-0.166948,Imbalance
0.0050817,-0.94898,0.035876,-0.43896,-0.01653,-0.072658,9.37E-04,3.09E-03,-0.074892,-0.106783,Imbalance
0.008746,-0.82351,-0.068485,0.41922,0.088221,-0.057193,1.37E-03,2.80E-03,-0.07555,-0.034453,Imbalance
0.0070518,-0.94102,0.10074,-0.57447,-0.010551,-0.06867,1.22E-03,2.97E-03,-0.074563,0.043795,Imbalance
0.0081428,-0.8389,-0.10699,0.42804,0.081162,-0.059672,6.69E-04,2.93E-03,-0.076536,0.183523,Imbalance
0.0051715,-0.90511,0.10371,-0.44723,0.0082041,-0.068426,7.25E-04,2.89E-03,-0.076865,0.186153,Imbalance
0.0046709,-0.87813,-0.095865,0.17327,0.057442,-0.0698,9.01E-04,3.03E-03,-0.073906,0.01552,Imbalance
-0.00034113,-0.84419,0.06328,-0.098215,0.041205,-0.068612,1.06E-03,3.24E-03,-0.075221,-0.115989,Imbalance
0.0014814,-0.9079,-0.030737,-0.1972,0.013021,-0.077321,7.09E-04,3.32E-03,-0.075221,-0.136044,Imbalance
0.0019692,-0.80382,-0.017059,0.26334,0.065606,-0.066756,6.51E-04,3.06E-03,-0.07555,-0.054508,Imbalance
0.00098088,-0.92972,0.056733,-0.49808,-0.023287,-0.078894,5.95E-04,3.22E-03,-0.074563,0.116782,Imbalance
0.0029767,-0.79822,-0.087274,0.45664,0.071797,-0.068169,1.06E-03,3.23E-03,-0.074563,0.222975,Imbalance
-1.00E-06,-0.91392,0.1148,-0.57595,-0.027392,-0.078946,8.58E-04,3.34E-03,-0.073577,-0.026891,Imbalance
0.0045939,-0.8279,-0.12446,0.38852,0.059921,-0.069473,8.30E-04,3.07E-03,-0.070618,0.099686,Imbalance
0.0053961,-0.87253,0.1204,-0.36041,0.009964,-0.070905,7.86E-04,3.34E-03,-0.067988,0.365334,Imbalance
0.0044527,-0.87579,-0.085838,0.082795,0.051128,-0.074521,1.19E-03,3.30E-03,-0.068974,0.161166,Imbalance
0.0058261,-0.82103,0.052742,-0.032773,0.073795,-0.067495,1.32E-03,3.01E-03,-0.070289,-0.119276,Imbalance
0.0023927,-0.91334,0.0042364,-0.3345,0.035912,-0.080159,1.68E-03,3.02E-03,-0.068317,-0.127496,Imbalance
0.0072572,-0.79321,-0.044658,0.27807,0.11278,-0.063782,2.54E-03,2.86E-03,-0.066673,-0.052536,Imbalance
-0.0092358,-0.92871,0.092899,-0.60783,0.014511,-0.090288,-1.62E-04,3.61E-03,-0.066673,-0.058782,Imbalance
-0.014973,-0.8007,-0.12673,0.38585,0.11177,-0.08637,-2.24E-03,3.09E-03,-0.0647,-0.148537,Imbalance
-0.017739,-0.91849,0.15693,-0.64063,0.008506,-0.097314,-2.23E-04,3.06E-03,-0.066344,-0.418459,Imbalance
-0.016815,-0.84159,-0.14038,0.22549,0.066556,-0.092246,8.70E-03,2.71E-03,-0.06733,-0.200812,Imbalance
-0.018336,-0.91015,0.1389,-0.38243,-0.0015458,-0.097153,5.54E-03,3.62E-03,-0.066673,0.056288,Imbalance
-0.020479,-0.93036,-0.06352,-0.11097,-0.002824,-0.10218,-8.15E-03,3.98E-03,-0.069961,0.083905,Imbalance
-0.018317,-0.79268,0.033344,-0.026105,0.034204,-0.086845,-1.91E-03,3.08E-03,-0.066344,0.053,Imbalance
-0.017052,-0.89483,0.02782,-0.49589,-0.020628,-0.09768,4.58E-03,3.09E-03,-0.0647,0.054315,Imbalance
-0.011982,-0.7602,-0.065151,0.27943,0.068168,-0.08172,3.32E-03,2.12E-03,-0.064043,0.049055,Imbalance
-0.0097813,-0.90315,0.10519,-0.67538,-0.043192,-0.092349,1.13E-03,3.57E-03,-0.061741,0.065494,Imbalance
-0.0073875,-0.7769,-0.10976,0.36982,0.057834,-0.081772,-1.35E-03,4.64E-03,-0.062728,0.159851,Imbalance
-0.0088058,-0.8633,0.12687,-0.61268,-0.026229,-0.089369,3.00E-04,2.52E-03,-0.063056,0.028342,Imbalance
-0.0072399,-0.81135,-0.094867,0.15661,0.04107,-0.085785,1.19E-05,1.83E-03,-0.060755,0.094754,Imbalance
-0.0067779,-0.80478,0.083578,-0.30111,0.0069838,-0.083062,2.98E-03,3.16E-03,-0.059769,0.134207,Imbalance
-0.0073362,-0.85854,-0.043904,-0.20284,-0.010692,-0.092182,3.29E-03,4.10E-03,-0.057139,0.088179,Imbalance
-0.0042237,-0.7801,0.0166,0.10063,0.029817,-0.08102,-4.45E-03,3.45E-03,-0.055823,0.025055,Imbalance
-0.0062581,-0.91214,0.052742,-0.52837,-0.044753,-0.094616,-3.60E-04,3.07E-03,-0.060426,-0.15314,Imbalance
-0.0050323,-0.79381,-0.077174,0.37884,0.047634,-0.082709,7.86E-03,3.09E-03,-0.060097,-0.176483,Imbalance
-0.010462,-0.92772,0.13897,-0.65021,-0.055819,-0.099677,1.63E-03,3.96E-03,-0.061741,-0.049906,Imbalance
-0.011905,-0.83172,-0.14009,0.38068,0.032033,-0.094449,-2.83E-03,4.01E-03,-0.065687,0.014205,Imbalance
-0.012984,-0.89782,0.15572,-0.47924,-0.043532,-0.099812,7.25E-04,2.75E-03,-0.065358,0.058918,Imbalance
-0.012008,-0.87309,-0.11156,0.16143,-0.0025735,-0.099735,1.64E-03,2.79E-03,-0.064043,-0.014069,Imbalance
-0.039674,-0.84347,0.090904,-0.10445,-0.0095809,-0.12191,1.78E-03,2.45E-03,-0.066344,0.087192,Imbalance
-0.046945,-0.91217,-0.022438,-0.20543,-0.045767,-0.13671,2.28E-03,3.57E-03,-0.064043,0.015191,Imbalance
-0.043229,-0.79849,-0.019907,0.27792,0.0093538,-0.12417,1.39E-03,3.94E-03,-0.061084,0.023082,Imbalance
-0.051578,-0.92697,0.091853,-0.46542,-0.07891,-0.14567,3.70E-04,2.35E-03,-0.058782,-0.014069,Imbalance
-0.049326,-0.78929,-0.11022,0.49129,0.010728,-0.13155,-1.54E-03,3.11E-03,-0.057796,0.004013,Imbalance
-0.052246,-0.95588,0.15978,-0.49801,-0.085615,-0.14771,1.94E-03,3.49E-03,-0.057796,-0.043988,Imbalance
-0.050571,-0.84144,-0.12536,0.42123,0.0014537,-0.13712,3.24E-03,3.47E-03,-0.060755,-0.044316,Imbalance
-0.050994,-0.85171,0.12055,-0.3353,-0.034213,-0.13785,-1.35E-03,3.44E-03,-0.062728,0.020123,Imbalance
-0.049557,-0.86262,-0.074448,0.10157,-0.020506,-0.13927,8.03E-04,3.18E-03,-0.063385,-0.063714,Imbalance
-0.049441,-0.82114,0.039356,0.015163,-0.012375,-0.13395,2.25E-03,3.56E-03,-0.066344,-0.122893,Imbalance
-0.049576,-0.92498,0.0019243,-0.27263,-0.050687,-0.14309,2.00E-04,3.40E-03,-0.067659,-0.019001,Imbalance
-0.046534,-0.81674,-0.036554,0.32976,0.017916,-0.12936,4.46E-04,2.97E-03,-0.070618,0.059247,Imbalance
-0.047189,-0.95214,0.099178,-0.56245,-0.057727,-0.14225,1.10E-03,2.77E-03,-0.072591,-0.011768,Imbalance
-0.045764,-0.83267,-0.1036,0.44356,0.040954,-0.13041,1.62E-03,3.30E-03,-0.073248,-0.051549,Imbalance
-0.045745,-0.93745,0.13379,-0.54851,-0.035086,-0.13777,1.17E-03,3.43E-03,-0.073248,-0.027549,Imbalance
-0.047067,-0.87511,-0.12011,0.29535,0.036356,-0.13471,3.35E-04,3.29E-03,-0.068974,0.007958,Imbalance
-0.04484,-0.89675,0.12067,-0.31147,0.0078444,-0.13329,1.46E-03,3.23E-03,-0.064372,0.015849,Imbalance
-0.041811,-0.91765,-0.065857,-0.060846,0.012874,-0.13483,9.25E-04,2.97E-03,-0.0647,0.097384,Imbalance
-0.042504,-0.84652,0.031568,0.064519,0.043035,-0.12978,1.31E-05,3.58E-03,-0.06207,0.038205,Imbalance
-0.045848,-0.94321,-0.0026756,-0.36448,-0.0072622,-0.14233,2.41E-03,3.69E-03,-0.05944,0.065165,Imbalance
-0.037768,-0.8163,-0.054248,0.33876,0.059921,-0.12498,1.87E-03,3.29E-03,-0.060097,0.009273,Imbalance
-0.023027,-0.91938,0.065178,-0.454,-0.0098121,-0.12199,-4.82E-04,3.15E-03,-0.060426,0.056288,Imbalance
-0.025851,-0.81494,-0.11095,0.37938,0.058123,-0.1175,8.32E-04,3.03E-03,-0.061084,0.029986,Imbalance
-0.029079,-0.89091,0.077591,-0.43072,0.00095266,-0.12806,1.33E-03,3.61E-03,-0.0647,0.12007,Imbalance
-0.029284,-0.85775,-0.11091,0.18611,0.03915,-0.12729,1.16E-03,2.97E-03,-0.0647,0.032616,Imbalance
-0.030657,-0.83958,0.052888,-0.16934,0.025276,-0.127,4.97E-04,3.40E-03,-0.063056,-0.047604,Imbalance
-0.032364,-0.87137,-0.06262,-0.084615,0.024107,-0.13515,4.16E-04,3.35E-03,-0.062728,-0.074563,Imbalance
-0.030433,-0.79522,0.0060617,0.095624,0.053357,-0.12642,1.38E-03,3.47E-03,-0.05944,-0.010782,Imbalance
-0.032371,-0.89954,0.077469,-0.48687,-0.014514,-0.13998,5.79E-04,3.19E-03,-0.05681,-0.06207,Imbalance
-0.031639,-0.78692,-0.097545,0.32122,0.057545,-0.1284,3.22E-04,2.94E-03,-0.056152,-0.067659,Imbalance
-0.033346,-0.91856,0.1442,-0.63891,-0.037443,-0.13957,1.50E-03,3.38E-03,-0.05681,0.04511,Imbalance
-0.030138,-0.83314,-0.11947,0.31785,0.039837,-0.12985,1.05E-03,3.70E-03,-0.055823,0.000725,Imbalance
-0.032955,-0.90378,0.15732,-0.51557,-0.02312,-0.13673,4.18E-04,3.46E-03,-0.055823,0.012561,Imbalance
-0.030035,-0.88264,-0.079413,0.07181,0.009296,-0.13345,9.60E-04,3.09E-03,-0.055495,-0.002891,Imbalance
-0.029226,-0.8572,0.083919,-0.1887,0.005802,-0.12844,8.20E-04,3.29E-03,-0.05681,0.029,Imbalance
-0.029791,-0.93544,0.025824,-0.31215,-0.023653,-0.13642,9.43E-04,3.28E-03,-0.056152,0.025383,Imbalance
-0.028655,-0.83097,-0.039572,0.20122,0.04414,-0.12334,9.54E-04,3.38E-03,-0.056481,-0.04333,Imbalance
-0.029117,-0.96691,0.10395,-0.56019,-0.040025,-0.13867,9.83E-04,2.99E-03,-0.057139,-0.051549,Imbalance
-0.024984,-0.82974,-0.10881,0.41273,0.06188,-0.12223,1.19E-03,3.18E-03,-0.058454,-0.016371,Imbalance
-0.02698,-0.94501,0.18828,-0.59519,-0.028085,-0.13341,7.10E-04,3.40E-03,-0.057796,-0.013083,Imbalance
-0.023309,-0.8551,-0.1249,0.3503,0.049979,-0.12354,8.76E-04,3.60E-03,-0.058782,0.008945,Imbalance
-0.029374,-0.90066,0.14802,-0.34307,-0.0047958,-0.13151,1.03E-03,3.26E-03,-0.058125,0.011904,Imbalance
0.0070647,-0.90787,-0.071308,0.089476,0.01658,-0.10192,4.47E-04,3.34E-03,-0.058125,0.040178,Imbalance
0.011576,-0.8624,0.062015,0.002071,0.027004,-0.089286,3.89E-04,3.45E-03,-0.057796,0.072727,Imbalance
0.0013788,-0.95941,0.050965,-0.29475,-0.016113,-0.10973,1.28E-03,3.61E-03,-0.055823,0.116782,Imbalance
0.010857,-0.82987,-0.064031,0.34168,0.06768,-0.089491,6.46E-04,3.15E-03,-0.057467,0.136837,Imbalance
0.0058261,-0.97234,0.16097,-0.5387,-0.019434,-0.10742,4.46E-04,2.83E-03,-0.055495,0.137166,Imbalance
0.011185,-0.83627,-0.13829,0.46424,0.077385,-0.090583,6.32E-05,3.46E-03,-0.054837,0.21903,Imbalance
0.0054731,-0.94871,0.2014,-0.53947,-0.023692,-0.10338,8.96E-04,3.71E-03,-0.054837,0.160837,Imbalance
0.010049,-0.87158,-0.11816,0.29866,0.043151,-0.095002,2.56E-03,3.28E-03,-0.056152,0.077001,Imbalance
0.0066604,-0.89303,0.09913,-0.27244,-0.0064529,-0.098772,1.25E-03,2.47E-03,-0.059769,-0.025905,Imbalance
0.0070839,-0.91584,-0.03872,-0.033557,-0.0014752,-0.10263,-8.89E-04,3.18E-03,-0.061413,-0.018343,Imbalance
0.004318,-0.81876,0.033758,0.070737,0.020844,-0.096793,-8.45E-04,3.72E-03,-0.061084,-0.041686,Imbalance
0.0040741,-0.92293,0.083943,-0.39668,-0.044676,-0.10704,2.33E-03,4.07E-03,-0.060755,0.027685,Imbalance
0.007623,-0.791,-0.072136,0.35569,0.035893,-0.091861,2.32E-03,3.47E-03,-0.057796,0.089165,Imbalance
0.007777,-0.89967,0.10942,-0.53382,-0.035606,-0.1014,6.89E-04,2.94E-03,-0.053193,0.042479,Imbalance
0.011146,-0.79914,-0.10949,0.41801,0.042258,-0.091328,-9.74E-04,3.73E-03,-0.053522,-0.009795,Imbalance
0.0089771,-0.8561,0.080146,-0.38,-0.0037553,-0.09784,4.74E-04,3.52E-03,-0.053193,-0.0167,Imbalance
0.0057042,-0.82228,-0.11638,0.25968,0.033594,-0.1005,2.02E-03,2.73E-03,-0.053522,0.050699,Imbalance
0.0035286,-0.80814,0.061065,-0.10643,0.021043,-0.099619,8.01E-04,2.87E-03,-0.052536,0.047411,Imbalance
0.0050303,-0.83866,-0.087858,-0.033891,0.013753,-0.10437,1.23E-03,3.29E-03,-0.047275,0.047082,Imbalance
0.0089065,-0.77557,0.007741,0.20281,0.041038,-0.095355,-1.67E-04,3.75E-03,-0.04596,0.123686,Imbalance
0.0067887,-0.8691,-0.024945,-0.32254,-0.00078794,-0.10462,-4.17E-04,3.36E-03,-0.046618,0.155248,Imbalance
0.007546,-0.77311,-0.056633,0.40131,0.05865,-0.098001,1.63E-03,3.00E-03,-0.048262,0.072398,Imbalance
0.0049341,-0.88184,0.056587,-0.41858,0.0032713,-0.10719,3.83E-04,3.34E-03,-0.04859,0.02637,Imbalance
0.012256,-0.80853,-0.10241,0.39937,0.060377,-0.093133,-4.35E-04,3.32E-03,-0.049248,0.077329,Imbalance
0.0149,-0.83615,0.015237,-0.42174,0.033009,-0.091437,8.73E-04,3.02E-03,-0.051878,-0.010124,Imbalance
0.016498,-0.83681,-0.10937,0.090626,0.041584,-0.092606,1.22E-03,2.96E-03,-0.055823,-0.016371,Imbalance
0.016094,-0.81343,0.014726,-0.0047321,0.033966,-0.089196,1.21E-03,2.88E-03,-0.056481,0.051685,Imbalance
0.017185,-0.85726,-0.064396,-0.10985,0.020247,-0.093313,7.82E-04,3.57E-03,-0.050563,0.056945,Imbalance
0.018327,-0.78896,-0.042979,0.28678,0.055271,-0.087192,-2.77E-04,4.14E-03,-0.045631,0.047411,Imbalance
0.017532,-0.86402,-0.010804,-0.25745,0.0053652,-0.092568,8.68E-04,3.79E-03,-0.041029,0.076343,Imbalance
0.018096,-0.79331,-0.082966,0.45279,0.047075,-0.08689,9.57E-04,3.16E-03,-0.041357,0.12533,Imbalance
0.018642,-0.88034,0.032152,-0.31974,-0.017802,-0.093634,4.07E-04,3.18E-03,-0.049906,0.040836,Imbalance
0.019572,-0.82359,-0.10662,0.41632,0.019451,-0.090981,1.21E-03,3.24E-03,-0.054508,-0.103824,Imbalance
0.018026,-0.83431,0.038163,-0.22676,-0.00416,-0.091347,3.92E-04,2.85E-03,-0.053851,-0.026234,Imbalance
0.013931,-0.83086,-0.12339,0.10494,0.0076132,-0.095426,7.05E-04,2.83E-03,-0.056152,0.08259,Imbalance
0.011621,-0.82945,0.048896,0.16653,-0.0051748,-0.096312,1.36E-03,2.72E-03,-0.053851,-0.011768,Imbalance
0.0084123,-0.92871,-0.055343,-0.047375,-0.037264,-0.10767,1.22E-04,3.78E-03,-0.051549,-0.084755,Imbalance
