G1x,G1y,G1z,G2x,G2y,G2z,Vb1,Vb2,Ac1,AC2,Lables
1.016,0.016,-0.121,0.6978,2.048,0.8484,5.13E+00,3.79E+00,0.005986,-0.030508,Healthy
1.031,0.145,-0.191,-0.2633,1.5752,0.9643,5.13E+00,3.79E+00,0.004671,-0.030179,Healthy
1.027,0.09,-0.129,-0.5646,1.5175,0.9741,5.13E+00,3.79E+00,0.002369,-0.031166,Healthy
0.984,-0.027,-0.137,-0.4583,1.7803,1.1247,5.13E+00,3.79E+00,0.002698,-0.031166,Healthy
0.977,-0.09,-0.117,-0.2388,2.048,1.2836,5.13E+00,3.79E+00,0.003356,-0.031494,Healthy
1.035,0.098,-0.117,0.1164,1.8551,0.8784,5.13E+00,3.79E+00,0.003027,-0.031823,Healthy
1.012,0.004,-0.141,0.0779,0.8026,0.9485,5.12E+00,3.79E+00,0.00204,-0.033138,Healthy
1.039,-0.082,-0.121,0.2011,0.7428,1.3291,5.12E+00,3.79E+00,0.003027,-0.033796,Healthy
0.973,-0.137,-0.152,0.2225,0.3286,0.9162,5.12E+00,3.79E+00,0.002369,-0.034453,Healthy
0.988,-0.004,-0.137,0.3217,-0.239,1.2662,5.12E+00,3.78E+00,0.00204,-0.034453,Healthy
0.984,-0.059,-0.125,-0.0909,-2.048,0.6872,5.12E+00,3.78E+00,0.001712,-0.034453,Healthy
1.055,0.117,-0.121,-0.56,-1.9315,0.3902,5.12E+00,3.78E+00,0.000397,-0.034124,Healthy
0.992,0.047,-0.141,-0.8186,-1.8286,0.8729,5.12E+00,3.78E+00,-0.000261,-0.034782,Healthy
1.027,-0.023,-0.137,-0.5162,-1.3775,0.9437,5.12E+00,3.78E+00,-0.001576,-0.034453,Healthy
0.973,-0.133,-0.152,-0.4532,-1.9949,0.8848,5.12E+00,3.78E+00,-0.002234,-0.034453,Healthy
0.984,0.102,-0.121,-0.1013,-0.7277,0.9396,5.12E+00,3.78E+00,-0.006179,-0.034782,Healthy
1.016,0.043,-0.121,0.6553,-0.4065,0.891,5.12E+00,3.78E+00,-0.007494,-0.036097,Healthy
1.008,0.121,-0.121,0.5996,0.848,0.9777,5.11E+00,3.78E+00,-0.007165,-0.037083,Healthy
1.023,0.016,-0.125,0.3465,1.1126,1.2192,5.11E+00,3.78E+00,-0.00585,-0.037741,Healthy
0.957,-0.117,-0.16,0.3158,1.7112,1.0921,5.11E+00,3.78E+00,-0.006179,-0.038727,Healthy
0.973,-0.043,-0.109,-0.5051,2.048,0.7998,5.11E+00,3.77E+00,-0.005521,-0.039385,Healthy
1.023,0.043,-0.121,0.1461,2.0045,1.0076,5.11E+00,3.77E+00,-0.005521,-0.039385,Healthy
0.969,-0.113,-0.164,0.2607,2.048,1.1663,5.11E+00,3.77E+00,-0.004206,-0.039385,Healthy
0.98,-0.027,-0.117,-0.1061,2.048,1.2509,5.11E+00,3.77E+00,-0.00322,-0.039385,Healthy
1.012,0.066,-0.113,-0.3513,1.6258,1.2866,5.11E+00,3.77E+00,-0.002891,-0.040371,Healthy
0.965,-0.078,-0.152,0.0647,0.6059,1.188,5.11E+00,3.77E+00,-0.003877,-0.041357,Healthy
0.973,-0.059,-0.117,0.5207,-0.0202,0.7825,5.11E+00,3.77E+00,-0.004535,-0.041686,Healthy
1.02,0.07,-0.117,0.3819,-0.4641,0.9586,5.10E+00,3.77E+00,-0.003877,-0.042015,Healthy
0.965,-0.055,-0.168,0.3574,-1.126,0.6432,5.10E+00,3.77E+00,-0.00585,-0.04333,Healthy
0.98,-0.09,-0.117,-0.8449,-1.3906,0.6502,5.10E+00,3.77E+00,-0.007494,-0.043988,Healthy
1.02,0.055,-0.129,-0.3983,-1.567,0.5954,5.10E+00,3.77E+00,-0.009467,-0.043988,Healthy
0.984,-0.023,-0.141,0.0508,-1.5584,0.6181,5.10E+00,3.76E+00,-0.010124,-0.044645,Healthy
0.977,-0.109,-0.117,-0.0681,-1.1466,1.0365,5.10E+00,3.76E+00,-0.010453,-0.04333,Healthy
1.012,0.008,-0.125,-0.6644,-1.2468,0.7652,5.10E+00,3.76E+00,-0.009467,-0.043001,Healthy
0.965,0.063,-0.145,-0.3073,-1.0943,0.9454,5.10E+00,3.76E+00,-0.00848,-0.043001,Healthy
1.051,0.121,-0.113,0.5615,0.7438,1.0989,5.10E+00,3.76E+00,-0.007823,-0.04333,Healthy
0.992,0.078,-0.129,0.7173,0.92,0.6643,5.10E+00,3.76E+00,-0.006508,-0.043001,Healthy
1,-0.023,-0.125,0.0497,1.4478,0.9583,5.10E+00,3.76E+00,-0.006179,-0.04333,Healthy
0.98,-0.148,-0.121,0.2034,1.3081,0.9629,5.09E+00,3.76E+00,-0.005521,-0.043001,Healthy
0.992,0.117,-0.125,-0.034,1.566,0.866,5.09E+00,3.76E+00,-0.004864,-0.043001,Healthy
1.008,0,-0.109,0.1385,2.048,1.0469,5.09E+00,3.76E+00,-0.005521,-0.042344,Healthy
0.988,-0.129,-0.145,-0.1076,2.048,1.0018,5.09E+00,3.76E+00,-0.004864,-0.042673,Healthy
0.965,-0.082,-0.109,-0.0209,1.4681,0.8202,5.09E+00,3.76E+00,-0.00585,-0.042015,Healthy
0.969,0.004,-0.121,-0.1272,1.5128,1.3154,5.09E+00,3.76E+00,-0.006508,-0.041357,Healthy
1,0.129,-0.16,-0.0895,1.4986,1.242,5.09E+00,3.75E+00,-0.007165,-0.041029,Healthy
1.031,0.078,-0.121,0.3063,0.0504,0.8562,5.09E+00,3.75E+00,-0.00585,-0.041029,Healthy
0.98,-0.051,-0.152,-0.0339,-0.4098,0.7292,5.09E+00,3.75E+00,-0.00585,-0.041357,Healthy
0.984,0.113,-0.117,-0.3045,-1.6702,0.7636,5.09E+00,3.75E+00,-0.004206,-0.041357,Healthy
0.98,-0.094,-0.148,-0.2676,-1.5685,0.6921,5.08E+00,3.75E+00,-0.004206,-0.041686,Healthy
0.984,-0.031,-0.148,-0.2076,-1.3214,0.9076,5.08E+00,3.75E+00,-0.00322,-0.042015,Healthy
1.008,0.043,-0.117,-0.1059,-1.651,0.8852,5.08E+00,3.75E+00,-0.003549,-0.042673,Healthy
0.988,-0.109,-0.145,-0.2105,-1.5961,0.9503,5.08E+00,3.75E+00,-0.003549,-0.043001,Healthy
0.988,0.004,-0.145,-0.3835,-1.4144,1.0628,5.08E+00,3.75E+00,-0.003549,-0.042344,Healthy
1.039,-0.051,-0.125,-0.9286,-1.2995,1.0867,5.08E+00,3.75E+00,-0.005193,-0.042344,Healthy
0.98,-0.109,-0.137,-0.1923,-0.9804,0.9915,5.08E+00,3.75E+00,-0.004206,-0.041357,Healthy
0.992,0.035,-0.129,-0.0831,2.048,0.9292,5.08E+00,3.74E+00,-0.004206,-0.041029,Healthy
1.031,-0.07,-0.129,-0.4753,2.048,1.1743,5.08E+00,3.74E+00,-0.003877,-0.041029,Healthy
0.98,-0.078,-0.141,0.0496,2.048,1.1577,5.07E+00,3.74E+00,-0.004535,-0.040042,Healthy
0.996,0.07,-0.141,-0.3493,1.6261,1.1909,5.07E+00,3.74E+00,-0.003877,-0.039714,Healthy
1.031,-0.063,-0.129,-0.1034,1.4244,1.27,5.07E+00,3.74E+00,-0.003877,-0.039385,Healthy
0.988,-0.02,-0.141,0.4589,0.6952,0.8537,5.07E+00,3.74E+00,-0.003877,-0.038727,Healthy
1,0.082,-0.133,0.0583,0.674,0.8572,5.07E+00,3.74E+00,-0.003877,-0.039056,Healthy
1.047,0.07,-0.121,0.1578,-0.1097,0.5288,5.07E+00,3.74E+00,-0.004864,-0.03807,Healthy
0.988,0.129,-0.117,0.0532,-0.9686,0.6211,5.07E+00,3.74E+00,-0.006836,-0.03807,Healthy
1.02,0.023,-0.129,0.2058,-1.7863,0.604,5.07E+00,3.74E+00,-0.008151,-0.038399,Healthy
0.977,-0.109,-0.16,-0.736,-1.6126,1.008,5.07E+00,3.74E+00,-0.009795,-0.037412,Healthy
0.961,-0.082,-0.117,-0.6589,-1.8403,0.699,5.07E+00,3.73E+00,-0.010782,-0.037083,Healthy
1.004,0.016,-0.125,-0.5154,-1.5048,0.9463,5.07E+00,3.73E+00,-0.011768,-0.036426,Healthy
0.977,-0.063,-0.148,0.0025,-1.6526,0.892,5.07E+00,3.73E+00,-0.01111,-0.036426,Healthy
0.965,-0.102,-0.121,-0.253,-1.6462,0.8407,5.06E+00,3.73E+00,-0.011439,-0.03544,Healthy
0.977,0.066,-0.133,-0.0501,-0.5233,1.1879,5.06E+00,3.73E+00,-0.01111,-0.03544,Healthy
0.98,-0.039,-0.152,1.1188,-0.2773,0.9374,5.06E+00,3.73E+00,-0.010124,-0.035111,Healthy
0.977,-0.102,-0.125,0.4185,0.8069,0.9306,5.06E+00,3.73E+00,-0.007823,-0.035111,Healthy
1.043,0.094,-0.117,0.1632,0.662,1.0208,5.06E+00,3.73E+00,-0.006508,-0.033467,Healthy
0.977,-0.016,-0.141,0.0343,0.6796,0.6382,5.06E+00,3.73E+00,-0.006836,-0.032481,Healthy
0.973,-0.094,-0.121,-0.0021,2.048,1.2216,5.06E+00,3.73E+00,-0.003877,-0.031823,Healthy
1.055,0.117,-0.117,-0.2022,2.048,0.8827,5.06E+00,3.73E+00,-0.002234,-0.031166,Healthy
0.965,0.023,-0.137,-0.4946,1.9611,0.9963,5.06E+00,3.72E+00,-0.001576,-0.031166,Healthy
1.047,0.098,-0.117,-0.6667,2.048,1.5047,5.05E+00,3.72E+00,-0.000261,-0.030179,Healthy
0.996,0.098,-0.137,-0.6207,2.048,0.9866,5.05E+00,3.72E+00,-0.00059,-0.02985,Healthy
1,-0.016,-0.121,0.0231,0.2371,0.6375,5.05E+00,3.72E+00,0.000068,-0.030179,Healthy
0.965,-0.109,-0.113,0.1994,-0.044,0.9484,5.05E+00,3.72E+00,0.001712,-0.029522,Healthy
0.961,0.133,-0.102,0.2036,-0.7138,1.0679,5.05E+00,3.72E+00,0.00204,-0.029522,Healthy
1.004,-0.008,-0.129,0.1916,-0.7878,0.7096,5.05E+00,3.72E+00,0.002369,-0.029193,Healthy
0.98,-0.055,-0.113,-0.0045,-1.2574,1.2837,5.05E+00,3.72E+00,0.00204,-0.028535,Healthy
1.004,0.133,-0.121,-0.4044,-1.8615,0.8465,5.05E+00,3.72E+00,0.002698,-0.028535,Healthy
1.02,0.031,-0.129,-0.0951,-1.8905,0.9081,5.05E+00,3.72E+00,0.003356,-0.028207,Healthy
1,-0.047,-0.137,-0.7206,-1.1866,1.0621,5.05E+00,3.72E+00,0.003684,-0.028535,Healthy
0.957,-0.066,-0.117,-0.4152,-1.5501,0.8836,5.05E+00,3.72E+00,0.003356,-0.028535,Healthy
1.035,0.059,-0.113,-0.1312,-1.4454,0.7902,5.04E+00,3.72E+00,0.004342,-0.028207,Healthy
0.973,0.133,-0.148,0.2781,0.3343,0.8555,5.04E+00,3.71E+00,0.004013,-0.027878,Healthy
1.031,0.074,-0.129,0.0156,0.8797,0.8061,5.04E+00,3.71E+00,0.003027,-0.027549,Healthy
0.992,0,-0.152,-0.1239,1.4112,1.3233,5.04E+00,3.71E+00,0.004013,-0.028207,Healthy
0.965,-0.078,-0.121,0.3612,1.7319,1.1827,5.04E+00,3.71E+00,0.003356,-0.027878,Healthy
0.98,-0.039,-0.137,0.5739,1.9829,1.0169,5.04E+00,3.71E+00,0.003027,-0.026891,Healthy
0.984,0.035,-0.133,-0.3433,1.9084,1.0426,5.04E+00,3.71E+00,0.004013,-0.028207,Healthy
0.98,-0.07,-0.125,-0.4974,1.9638,1.3658,5.04E+00,3.71E+00,0.004999,-0.026563,Healthy
0.988,-0.109,-0.137,-0.25,1.8985,1.3789,5.04E+00,3.71E+00,0.005986,-0.025905,Healthy
0.988,0.07,-0.137,-0.0382,1.4559,0.8596,5.04E+00,3.71E+00,0.006972,-0.025576,Healthy
0.996,-0.055,-0.129,0.2324,0.5094,0.78,5.03E+00,3.71E+00,0.007301,-0.025248,Healthy
0.953,-0.152,-0.148,-0.0369,-0.2034,0.826,5.03E+00,3.71E+00,0.008945,-0.025248,Healthy
1.008,0.066,-0.133,0.4964,-1.1554,0.9901,5.03E+00,3.71E+00,0.010589,-0.024919,Healthy
0.996,-0.027,-0.121,0.1931,-1.0846,0.8461,5.03E+00,3.70E+00,0.01026,-0.02459,Healthy
0.965,-0.168,-0.16,0.3682,-1.095,1.0769,5.03E+00,3.70E+00,0.010589,-0.02459,Healthy
0.973,0.055,-0.109,-0.7643,-1.387,0.8564,5.03E+00,3.70E+00,0.009602,-0.024919,Healthy
1.031,0.008,-0.125,-0.4179,-1.3749,1.1134,5.03E+00,3.70E+00,0.009273,-0.024919,Healthy
0.984,0.148,-0.164,-0.5532,-1.0836,0.8673,5.03E+00,3.70E+00,0.007958,-0.024919,Healthy
1.023,0.074,-0.125,-0.103,-1.0679,0.8698,5.03E+00,3.70E+00,0.006972,-0.024919,Healthy
0.984,-0.043,-0.156,-0.1975,-0.9828,0.6962,5.03E+00,3.70E+00,0.005328,-0.02459,Healthy
0.996,-0.086,-0.129,0.9568,-0.6616,0.5549,5.03E+00,3.70E+00,0.004999,-0.023933,Healthy
1.027,0.105,-0.117,0.5042,2.048,1.4702,5.03E+00,3.70E+00,0.004999,-0.024261,Healthy
0.977,0.004,-0.137,0.3466,2.048,1.3025,5.02E+00,3.70E+00,0.004671,-0.02459,Healthy
1.039,-0.086,-0.125,0.4578,2.048,0.6812,5.02E+00,3.70E+00,0.003027,-0.024919,Healthy
0.973,-0.125,-0.145,-0.6487,2.048,1.0205,5.02E+00,3.70E+00,0.004342,-0.02459,Healthy
1.004,0.008,-0.137,-0.8776,2.048,1.0583,5.02E+00,3.69E+00,0.004013,-0.025248,Healthy
1.043,-0.074,-0.125,0.2137,1.6841,1.0186,5.02E+00,3.69E+00,0.005328,-0.024919,Healthy
0.965,-0.148,-0.152,-0.246,1.0052,0.9268,5.02E+00,3.69E+00,0.004999,-0.025905,Healthy
0.996,0.031,-0.141,-0.0135,0.3738,0.8126,5.02E+00,3.69E+00,0.005657,-0.026234,Healthy
1.027,-0.047,-0.125,0.5205,0.2015,0.4893,5.02E+00,3.69E+00,0.006315,-0.026234,Healthy
0.977,-0.152,-0.156,-0.1436,0.2017,0.7846,5.02E+00,3.69E+00,0.006315,-0.026563,Healthy
1,0.082,-0.137,-0.0754,-1.1311,1.0613,5.01E+00,3.69E+00,0.006643,-0.02722,Healthy
1.031,0,-0.121,-0.3348,-1.817,0.7027,5.01E+00,3.69E+00,0.006972,-0.026563,Healthy
0.992,0.125,-0.125,-0.9614,-2.0135,0.6714,5.01E+00,3.69E+00,0.006972,-0.026563,Healthy
1.016,0.016,-0.133,-0.6895,-1.7977,0.7364,5.01E+00,3.69E+00,0.008616,-0.027549,Healthy
0.98,-0.086,-0.145,-0.3064,-2.026,0.9732,5.01E+00,3.69E+00,0.008616,-0.027878,Healthy
0.984,-0.063,-0.129,-0.8332,-1.2729,0.8851,5.01E+00,3.69E+00,0.007301,-0.027878,Healthy
1.023,0.047,-0.125,-0.292,-0.8505,0.8916,5.01E+00,3.68E+00,0.006315,-0.026891,Healthy
0.973,-0.105,-0.156,0.3601,0.0144,0.9077,5.01E+00,3.68E+00,0.004999,-0.027549,Healthy
0.992,-0.031,-0.129,0.7983,0.7874,1.092,5.01E+00,3.68E+00,0.003684,-0.026234,Healthy
1.043,0.055,-0.121,0.9166,0.8477,0.9876,5.01E+00,3.68E+00,0.003356,-0.026234,Healthy
0.969,-0.09,-0.152,-0.0221,2.0149,1.3839,5.01E+00,3.68E+00,0.001712,-0.025905,Healthy
0.98,-0.043,-0.117,-0.4536,2.048,0.9969,5.01E+00,3.68E+00,0.001054,-0.025248,Healthy
1.027,0.078,-0.117,-0.5895,2.048,1.23,5.00E+00,3.68E+00,0.000725,-0.025248,Healthy
0.961,-0.047,-0.152,-0.3229,2.0218,1.1719,5.00E+00,3.68E+00,0.000397,-0.025576,Healthy
0.973,-0.078,-0.113,-0.129,1.6626,0.8803,5.00E+00,3.68E+00,-0.000261,-0.025576,Healthy
1.012,0.074,-0.121,0.1905,0.8287,1.0655,5.00E+00,3.68E+00,0.000725,-0.024919,Healthy
1.016,0.012,-0.145,0.2341,0.863,1.3221,5.00E+00,3.68E+00,0.000397,-0.025576,Healthy
1.027,0.117,-0.105,0.6699,-0.2033,0.682,5.00E+00,3.67E+00,0.000397,-0.025576,Healthy
0.992,0.039,-0.137,0.5642,-0.3932,0.8042,5.00E+00,3.67E+00,0.000397,-0.025248,Healthy
0.984,-0.035,-0.125,0.6868,-0.7965,0.6897,5.00E+00,3.67E+00,0.001383,-0.025905,Healthy
0.953,-0.16,-0.121,-0.5094,-1.5538,1.1331,5.00E+00,3.67E+00,0.001712,-0.025905,Healthy
0.996,0.055,-0.125,-0.9908,-1.9165,1.0217,5.00E+00,3.67E+00,0.00204,-0.025576,Healthy
1.008,-0.027,-0.133,-0.1511,-1.7228,0.7531,4.99E+00,3.67E+00,0.002369,-0.025576,Healthy
0.961,-0.16,-0.117,-0.3662,-1.0762,0.8628,4.99E+00,3.67E+00,0.001712,-0.025248,Healthy
1,0.113,-0.129,-0.4671,-1.2718,0.5246,4.99E+00,3.67E+00,0.001712,-0.025248,Healthy
1.012,-0.008,-0.125,0.156,0.0863,1.4831,4.99E+00,3.67E+00,0.002369,-0.025248,Healthy
0.973,-0.133,-0.125,1.1803,-0.2742,0.8507,4.99E+00,3.67E+00,0.00204,-0.025576,Healthy
0.988,0.141,-0.121,0.6862,1.3257,1.4455,4.99E+00,3.67E+00,0.001712,-0.025576,Healthy
1.027,0.008,-0.141,0.3847,1.9119,1.2233,4.99E+00,3.67E+00,0.000725,-0.025905,Healthy
0.98,0.125,-0.152,0.3585,1.5037,0.5267,4.99E+00,3.66E+00,0.001054,-0.025905,Healthy
1.062,0.094,-0.133,0.0288,1.9332,1.3491,4.99E+00,3.66E+00,0.000725,-0.026563,Healthy
0.992,-0.027,-0.141,-0.2102,2.048,1.0683,4.99E+00,3.66E+00,0.001054,-0.026234,Healthy
0.977,0.102,-0.121,-0.2004,2.0227,0.8798,4.99E+00,3.66E+00,0.000725,-0.025576,Healthy
0.977,-0.113,-0.121,-0.2977,1.6796,0.9139,4.99E+00,3.66E+00,0.000397,-0.025248,Healthy
0.996,0.004,-0.148,-0.4242,1.335,0.6345,4.98E+00,3.66E+00,0.000725,-0.02459,Healthy
1.008,-0.039,-0.121,0.3884,0.1601,1.0299,4.98E+00,3.66E+00,0.000397,-0.02459,Healthy
0.973,-0.121,-0.152,0.2591,0.0664,1.1323,4.98E+00,3.66E+00,-0.000261,-0.024261,Healthy
1.004,0.035,-0.145,-0.0239,-0.665,1.0762,4.98E+00,3.66E+00,-0.000918,-0.024261,Healthy
0.961,-0.004,-0.125,-0.2684,-1.6273,0.7287,4.98E+00,3.66E+00,-0.000918,-0.023933,Healthy
0.984,-0.129,-0.152,-0.2794,-0.7968,0.9512,4.98E+00,3.66E+00,-0.000261,-0.024261,Healthy
0.996,0.066,-0.133,0.0333,-1.4433,0.5728,4.98E+00,3.66E+00,-0.00059,-0.022617,Healthy
1.043,-0.035,-0.125,-0.2316,-1.4717,0.8646,4.98E+00,3.65E+00,-0.001247,-0.02196,Healthy
0.973,-0.109,-0.145,-0.5862,-1.5873,0.5142,4.98E+00,3.65E+00,-0.000918,-0.021302,Healthy
1.027,0.09,-0.137,-0.4321,-1.1093,0.4551,4.97E+00,3.65E+00,-0.001247,-0.020316,Healthy
1.023,-0.016,-0.125,-0.5202,-0.4586,1.2275,4.97E+00,3.65E+00,-0.000918,-0.019658,Healthy
0.961,-0.051,-0.133,0.5676,1.4023,0.9987,4.97E+00,3.65E+00,-0.00059,-0.020316,Healthy
1,0.113,-0.117,-0.0241,1.3275,0.4993,4.97E+00,3.65E+00,-0.000261,-0.020645,Healthy
1.023,-0.008,-0.129,0.1593,1.6798,1.2976,4.97E+00,3.65E+00,0.000068,-0.020974,Healthy
0.98,-0.074,-0.141,0.1931,1.9732,1.4,4.97E+00,3.65E+00,0.001054,-0.020974,Healthy
1,0.113,-0.125,-0.2848,1.8816,1.1832,4.97E+00,3.65E+00,0.001054,-0.021631,Healthy
1.016,0.008,-0.125,-0.5536,1.6203,0.9927,4.97E+00,3.65E+00,0.001054,-0.021302,Healthy
0.98,0.152,-0.113,-0.237,1.462,0.6826,4.97E+00,3.65E+00,0.001054,-0.022289,Healthy
1.02,0.055,-0.121,-0.1789,1.5544,1.0213,4.97E+00,3.65E+00,0.001383,-0.023604,Healthy
0.984,-0.043,-0.148,0.3883,1.4522,1.1686,4.97E+00,3.65E+00,0.001054,-0.023275,Healthy
0.969,-0.09,-0.113,0.3148,0.6994,0.9926,4.96E+00,3.64E+00,0.000725,-0.023275,Healthy
1.039,0.008,-0.141,0.236,-0.7134,0.9876,4.96E+00,3.64E+00,0.001054,-0.022617,Healthy
0.98,-0.008,-0.137,0.3313,-1.2845,0.971,4.96E+00,3.64E+00,0.001383,-0.022289,Healthy
1.008,-0.094,-0.148,0.006,-0.7392,1.0355,4.96E+00,3.64E+00,0.001712,-0.02196,Healthy
1.023,0.094,-0.129,-0.05,-1.0322,0.9521,4.96E+00,3.64E+00,0.003027,-0.02196,Healthy
0.996,0.031,-0.148,-0.2822,-1.8111,0.9694,4.96E+00,3.64E+00,0.003684,-0.02196,Healthy
1.035,0.102,-0.133,-0.5282,-1.4762,0.6614,4.96E+00,3.64E+00,0.004999,-0.021302,Healthy
1.004,0.129,-0.133,-0.5398,-1.1215,1.0093,4.96E+00,3.64E+00,0.005986,-0.021631,Healthy
1,-0.012,-0.121,-0.4868,-1.1806,1.2649,4.96E+00,3.64E+00,0.006315,-0.021631,Healthy
0.949,0.074,-0.117,-0.3478,-0.7637,0.8013,4.96E+00,3.64E+00,0.006315,-0.02196,Healthy
0.945,-0.051,-0.117,-0.2907,-0.0156,1.2917,4.96E+00,3.64E+00,0.005657,-0.021631,Healthy
0.988,0.043,-0.125,0.0595,1.9197,0.9853,4.95E+00,3.64E+00,0.004999,-0.022289,Healthy
0.977,-0.113,-0.152,0.2707,2.048,1.0445,4.95E+00,3.63E+00,0.004671,-0.021302,Healthy
0.957,-0.07,-0.109,-0.2686,1.7569,0.765,4.95E+00,3.63E+00,0.004013,-0.021631,Healthy
1.02,0.051,-0.121,-0.1062,1.8242,1.0379,4.95E+00,3.63E+00,0.002698,-0.021302,Healthy
0.992,-0.066,-0.152,-0.6266,1.4747,0.6439,4.95E+00,3.63E+00,0.00204,-0.021302,Healthy
0.977,-0.086,-0.121,-0.0708,1.7691,1.2962,4.95E+00,3.63E+00,0.002369,-0.020974,Healthy
1.016,0.066,-0.121,0.5245,0.9365,0.6693,4.95E+00,3.63E+00,0.002369,-0.021631,Healthy
0.988,0.008,-0.141,0.4775,1.1504,1.2888,4.95E+00,3.63E+00,0.002369,-0.021631,Healthy
1.039,0.098,-0.125,0.0457,0.7639,0.8385,4.95E+00,3.63E+00,0.002698,-0.02196,Healthy
0.988,0.031,-0.129,0.1724,-0.0865,0.7338,4.95E+00,3.63E+00,0.003027,-0.022289,Healthy
0.992,-0.059,-0.129,-0.0496,-1.7267,1.1103,4.95E+00,3.63E+00,0.004013,-0.022617,Healthy
0.961,-0.117,-0.121,-0.2489,-1.6725,0.7961,4.94E+00,3.63E+00,0.004013,-0.022617,Healthy
1,0.055,-0.133,-0.3706,-2.048,0.756,4.94E+00,3.63E+00,0.005328,-0.023275,Healthy
0.988,-0.055,-0.117,-0.3823,-1.8745,0.8725,4.94E+00,3.62E+00,0.005328,-0.023275,Healthy
0.984,-0.082,-0.129,-0.2752,-1.7697,0.7126,4.94E+00,3.62E+00,0.006643,-0.023604,Healthy
0.992,0.09,-0.137,-0.3243,-0.5477,1.2178,4.94E+00,3.62E+00,0.00763,-0.022946,Healthy
1.004,-0.027,-0.117,-0.3269,-0.0608,1.3316,4.94E+00,3.62E+00,0.008945,-0.023275,Healthy
1.004,-0.027,-0.117,1.0122,-0.4635,1.0326,4.94E+00,3.62E+00,0.008945,-0.023275,Healthy
0.996,0.105,-0.125,0.3537,0.9746,1.0704,4.94E+00,3.62E+00,0.009931,-0.023604,Healthy
1.023,0.012,-0.129,0.1146,1.2859,0.8692,4.94E+00,3.62E+00,0.010589,-0.023933,Healthy
1.004,-0.125,-0.152,0.0818,2.048,0.8959,4.94E+00,3.62E+00,0.011246,-0.024261,Healthy
0.965,-0.043,-0.109,-0.3545,2.048,0.9409,4.93E+00,3.62E+00,0.011904,-0.023604,Healthy
1.02,0.02,-0.129,-0.5391,1.6972,0.9241,4.93E+00,3.62E+00,0.011904,-0.02459,Healthy
1,0.148,-0.156,-0.3448,1.61,0.7471,4.93E+00,3.62E+00,0.011904,-0.023933,Healthy
1.02,0.016,-0.137,-0.2857,2.048,1.1118,4.93E+00,3.62E+00,0.012232,-0.024261,Healthy
0.98,-0.047,-0.145,0.1496,1.1591,1.065,4.93E+00,3.61E+00,0.012561,-0.024261,Healthy
0.965,0.145,-0.113,0.0409,0.2547,0.7562,4.93E+00,3.61E+00,0.011904,-0.024261,Healthy
1,-0.086,-0.145,0.2561,0.3605,1.0491,4.93E+00,3.61E+00,0.011575,-0.025248,Healthy
0.992,-0.012,-0.148,0.1876,-0.1578,0.7589,4.93E+00,3.61E+00,0.011246,-0.024919,Healthy
0.969,0.125,-0.113,-0.0792,-0.9219,1.0641,4.93E+00,3.61E+00,0.011575,-0.025248,Healthy
0.984,-0.133,-0.156,-0.4037,-2.0042,0.7194,4.93E+00,3.61E+00,0.011904,-0.02459,Healthy
0.992,0.016,-0.145,-0.5187,-2.048,0.6936,4.93E+00,3.61E+00,0.012232,-0.025248,Healthy
1.039,-0.066,-0.117,-0.8162,-1.595,0.8294,4.93E+00,3.61E+00,0.011904,-0.026563,Healthy
0.961,-0.141,-0.141,-0.5018,-1.4408,1.1376,4.92E+00,3.61E+00,0.013548,-0.026563,Healthy
0.988,0.043,-0.125,0.3117,-1.2742,0.9369,4.92E+00,3.61E+00,0.013876,-0.026234,Healthy
1.023,-0.051,-0.129,0.8673,-0.5529,0.8851,4.92E+00,3.61E+00,0.014205,-0.025905,Healthy
0.949,-0.156,-0.156,0.2841,1.2569,1.3421,4.92E+00,3.61E+00,0.014534,-0.025905,Healthy
1.004,0.059,-0.125,0.1387,1.0525,1.141,4.92E+00,3.61E+00,0.014863,-0.025905,Healthy
1.035,-0.035,-0.129,0.1015,1.308,1.0812,4.92E+00,3.60E+00,0.014863,-0.025905,Healthy
0.961,-0.156,-0.16,0.3858,1.9172,1.218,4.92E+00,3.60E+00,0.013548,-0.026563,Healthy
1,0.109,-0.133,-0.4435,1.8169,0.7097,4.92E+00,3.60E+00,0.012561,-0.026234,Healthy
1.023,0,-0.129,-0.6161,2.048,1.5562,4.92E+00,3.60E+00,0.011904,-0.026234,Healthy
0.984,0.137,-0.117,0.5238,2.0051,0.6999,4.92E+00,3.60E+00,0.009931,-0.026563,Healthy
1.031,0.078,-0.121,0.119,1.6166,1.0426,4.91E+00,3.60E+00,0.008945,-0.026563,Healthy
0.988,-0.039,-0.145,0.0542,1.8495,1.3116,4.91E+00,3.60E+00,0.008616,-0.02722,Healthy
0.965,-0.07,-0.113,0.5665,0.4493,0.7725,4.91E+00,3.60E+00,0.007958,-0.026234,Healthy
0.996,0.074,-0.094,0.3372,-0.2557,1.1389,4.91E+00,3.60E+00,0.006972,-0.026563,Healthy
0.98,-0.02,-0.141,0.3578,-0.9294,0.6509,4.91E+00,3.60E+00,0.006643,-0.026563,Healthy
0.977,-0.063,-0.117,0.0037,-1.4854,0.8473,4.91E+00,3.60E+00,0.006315,-0.026891,Healthy
1.035,0.098,-0.125,-0.3806,-2.048,0.908,4.91E+00,3.59E+00,0.006643,-0.026891,Healthy
